Item Number	Item Name	Buy	Sell	Inventory	Asset Acct	Income Acct	Expense/COS Acct	Item Picture	Description	Use Desc. On Sale	Custom List 1	Custom List 2	Custom List 3	Custom Field 1	Custom Field 2	Custom Field 3	Primary Vendor	Vendor Item Number	Tax When Bought	Buy Unit Measure	# Items/Buy Unit	Reorder Quantity	Minimum Level	Selling Price	Sell Unit Measure	Tax When Sold	# Items/Sell Unit	Quantity Break 1	Quantity Break 2	Quantity Break 3	Quantity Break 4	Quantity Break 5	Price Level A, Qty Break 1	Price Level B, Qty Break 1	Price Level C, Qty Break 1	Price Level D, Qty Break 1	Price Level E, Qty Break 1	Price Level F, Qty Break 1	Price Level A, Qty Break 2	Price Level B, Qty Break 2	Price Level C, Qty Break 2	Price Level D, Qty Break 2	Price Level E, Qty Break 2	Price Level F, Qty Break 2	Price Level A, Qty Break 3	Price Level B, Qty Break 3	Price Level C, Qty Break 3	Price Level D, Qty Break 3	Price Level E, Qty Break 3	Price Level F, Qty Break 3	Price Level A, Qty Break 4	Price Level B, Qty Break 4	Price Level C, Qty Break 4	Price Level D, Qty Break 4	Price Level E, Qty Break 4	Price Level F, Qty Break 4	Price Level A, Qty Break 5	Price Level B, Qty Break 5	Price Level C, Qty Break 5	Price Level D, Qty Break 5	Price Level E, Qty Break 5	Price Level F, Qty Break 5	Inactive Item	Standard Cost	Default Ship/Sell Location	Default Recvd/Auto Location	Brand	Weight	Unit of Weight	Web Description	Sold in Web Store	Web Store Price	Item Record ID	Track Serial Number	Warranty Applies when Sold	Warranty Period	Unit of Warranty Period	Kit Item
Chim NEW 5725	Chimera Window - Series Ii - Columns - Micro (SPECIAL ORDER)	B	S			45230	55230		Chimera Window - Series Ii - Columns - Micro - 16 X 16"" (40.6 X 40.6 Cm) (SPECIAL ORDER)					845077057256		Last Update: 2017-04-28	Chimera Photographic Lighting	5725		Each	1	0		$45.00	Each	T	1	0	0	0	0	0	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$36.00			Chimera	0	Pound		N	40.00	12786	N	N	0	days	
Chim NEW 5730	Chimera Window - Series Ii - Open Window - 2 (SPECIAL ORDER)	B	S			45230	55230		Chimera Window - Series Ii - Open Window - 22 X 22"" (55.9 X 55.9 Cm) (SPECIAL ORDER)					845077057300		Last Update: 2017-04-28	Chimera Photographic Lighting	5730		Each	1	0		$45.00	Each	T	1	0	0	0	0	0	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$36.00			Chimera	0	Pound		N	40.00	12787	N	N	0	days	
Chim NEW 5735	Chimera Window - Series Ii - Open Window - M (SPECIAL ORDER)	B	S			45230	55230		Chimera Window - Series Ii - Open Window - Micro - 16 X 16"" (40.6 X 40.6 Cm) (SPECIAL ORDER)					845077057355		Last Update: 2017-04-28	Chimera Photographic Lighting	5735		Each	1	0		$45.00	Each	T	1	0	0	0	0	0	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$36.00			Chimera	0	Pound		N	40.00	12788	N	N	0	days	
Chim NEW 5740	Chimera Window - Series Ii - Split Door - 22 (SPECIAL ORDER)	B	S			45230	55230		Chimera Window - Series Ii - Split Door - 22 X 22"" (55.9 X 55.9 Cm) (SPECIAL ORDER)					845077057409		Last Update: 2017-04-28	Chimera Photographic Lighting	5740		Each	1	0		$45.00	Each	T	1	0	0	0	0	0	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$36.00			Chimera	0	Pound		N	40.00	12789	N	N	0	days	
Chim NEW 5745	Chimera Window - Series Ii - Split Door - Mi (SPECIAL ORDER)	B	S			45230	55230		Chimera Window - Series Ii - Split Door - Micro - 16 X 16"" (40.6 X 40.6 Cm) (SPECIAL ORDER)					845077057454		Last Update: 2017-04-28	Chimera Photographic Lighting	5745		Each	1	0		$45.00	Each	T	1	0	0	0	0	0	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$36.00			Chimera	0	Pound		N	40.00	12790	N	N	0	days	
Chim NEW 5750	Chimera Window - Series Ii - Sun Scratch - 2 (SPECIAL ORDER)	B	S			45230	55230		Chimera Window - Series Ii - Sun Scratch - 22 X 22"" (55.9 X 55.9 Cm) (SPECIAL ORDER)					845077057508		Last Update: 2017-04-28	Chimera Photographic Lighting	5750		Each	1	0		$45.00	Each	T	1	0	0	0	0	0	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$36.00			Chimera	0	Pound		N	40.00	12791	N	N	0	days	
Chim NEW 5755	Chimera Window - Series Ii - Sun Scratch - M (SPECIAL ORDER)	B	S			45230	55230		Chimera Window - Series Ii - Sun Scratch - Micro - 16 X 16"" (40.6 X 40.6 Cm) (SPECIAL ORDER)					845077095753		Last Update: 2017-04-28	Chimera Photographic Lighting	5755		Each	1	0		$45.00	Each	T	1	0	0	0	0	0	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$36.00			Chimera	0	Pound		N	40.00	12792	N	N	0	days	
Chim NEW 5760	Chimera Window - Series Ii - Half Dome - 22  (SPECIAL ORDER)	B	S			45230	55230		Chimera Window - Series Ii - Half Dome - 22 X 22"" (55.9 X 55.9 Cm) (SPECIAL ORDER)					845077057601		Last Update: 2017-04-28	Chimera Photographic Lighting	5760		Each	1	0		$45.00	Each	T	1	0	0	0	0	0	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$36.00			Chimera	0	Pound		N	40.00	12793	N	N	0	days	
Chim NEW 5765	Chimera Window - Series Ii - Half Dome - Mic (SPECIAL ORDER)	B	S			45230	55230		Chimera Window - Series Ii - Half Dome - Micro - 16 X 16"" (40.6 X 40.6 Cm) (SPECIAL ORDER)					845077057652		Last Update: 2017-04-28	Chimera Photographic Lighting	5765		Each	1	0		$45.00	Each	T	1	0	0	0	0	0	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$36.00			Chimera	0	Pound		N	40.00	12794	N	N	0	days	
Chim NEW 5801	Chimera Overhead - Fabric - 6' X 6' (1.83 M  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 6' X 6' (1.83 M X 1.83 M) - Full Diffusion (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5801		Each	1	0		$207.00	Each	T	1	0	0	0	0	0	207	207	207	207	207	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$165.60			Chimera	0	Pound		N	182.00	12795	N	N	0	days	
Chim NEW 5802	Chimera Overhead - Fabric - 6' X 6' (1.83 M  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 6' X 6' (1.83 M X 1.83 M) - 1/2 Grid (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5802		Each	1	0		$258.00	Each	T	1	0	0	0	0	0	258	258	258	258	258	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$206.40			Chimera	0	Pound		N	226.00	12796	N	N	0	days	
Chim NEW 5803	Chimera Overhead - Fabric - 6' X 6' (1.83 M  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 6' X 6' (1.83 M X 1.83 M) - 1/4 Grid (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5803		Each	1	0		$258.00	Each	T	1	0	0	0	0	0	258	258	258	258	258	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$206.40			Chimera	0	Pound		N	226.00	12797	N	N	0	days	
Chim NEW 5804	Chimera Overhead - Fabric - 6' X 6' (1.83 M  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 6' X 6' (1.83 M X 1.83 M) - White / Black (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5804		Each	1	0		$314.00	Each	T	1	0	0	0	0	0	314	314	314	314	314	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$251.20			Chimera	0	Pound		N	275.00	12798	N	N	0	days	
Chim NEW 5805	Chimera Overhead - Fabric - 6' X 6' (1.83 M  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 6' X 6' (1.83 M X 1.83 M) - Zebra Gold (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5805		Each	1	0		$426.00	Each	T	1	0	0	0	0	0	426	426	426	426	426	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$340.80			Chimera	0	Pound		N	373.00	12799	N	N	0	days	
Chim NEW 5808	Chimera Overhead - Fabric - 6' X 6' (1.83 M  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 6' X 6' (1.83 M X 1.83 M) - Single Scrim (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5808		Each	1	0		$470.00	Each	T	1	0	0	0	0	0	470	470	470	470	470	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$376.00			Chimera	0	Pound		N	412.00	12800	N	N	0	days	
Chim NEW 5809	Chimera Overhead - Fabric - 6' X 6' (1.83 M  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 6' X 6' (1.83 M X 1.83 M) - Double Scrim (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5809		Each	1	0		$794.00	Each	T	1	0	0	0	0	0	794	794	794	794	794	794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$635.20			Chimera	0	Pound		N	695.00	12801	N	N	0	days	
Chim NEW 5811	Chimera Overhead - Fabric - 8' X 8' (2.44 M  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 8' X 8' (2.44 M X 2.44 M) - Full Diffusion (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5811		Each	1	0		$303.00	Each	T	1	0	0	0	0	0	303	303	303	303	303	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$242.40			Chimera	0	Pound		N	266.00	12802	N	N	0	days	
Chim NEW 5812	Chimera Overhead - Fabric - 8' X 8' (2.44 M  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 8' X 8' (2.44 M X 2.44 M) - 1/2 Grid (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5812		Each	1	0		$432.00	Each	T	1	0	0	0	0	0	432	432	432	432	432	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$345.60			Chimera	0	Pound		N	378.00	12803	N	N	0	days	
Chim NEW 5813	Chimera Overhead - Fabric - 8' X 8' (2.44 M  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 8' X 8' (2.44 M X 2.44 M) - 1/4 Grid (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5813		Each	1	0		$432.00	Each	T	1	0	0	0	0	0	432	432	432	432	432	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$345.60			Chimera	0	Pound		N	378.00	12804	N	N	0	days	
Chim NEW 5814	Chimera Overhead - Fabric - 8' X 8' (2.44 M  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 8' X 8' (2.44 M X 2.44 M) - White / Black (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5814		Each	1	0		$392.00	Each	T	1	0	0	0	0	0	392	392	392	392	392	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$313.60			Chimera	0	Pound		N	343.00	12805	N	N	0	days	
Chim NEW 5815	Chimera Overhead - Fabric - 8' X 8' (2.44 M  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 8' X 8' (2.44 M X 2.44 M) - Zebra Gold (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5815		Each	1	0		$616.00	Each	T	1	0	0	0	0	0	616	616	616	616	616	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$492.80			Chimera	0	Pound		N	539.00	12806	N	N	0	days	
Chim NEW 5818	Chimera Overhead - Fabric - 8' X 8' (2.44 M  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 8' X 8' (2.44 M X 2.44 M) - Single Scrim (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5818		Each	1	0		$577.00	Each	T	1	0	0	0	0	0	577	577	577	577	577	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$461.60			Chimera	0	Pound		N	505.00	12807	N	N	0	days	
Chim NEW 5819	Chimera Overhead - Fabric - 8' X 8' (2.44 M  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 8' X 8' (2.44 M X 2.44 M) - Double Scrim (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5819		Each	1	0		$974.00	Each	T	1	0	0	0	0	0	974	974	974	974	974	974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$779.20			Chimera	0	Pound		N	853.00	12808	N	N	0	days	
Chim NEW 5821	Chimera Overhead - Fabric - 12' X 12' (3.66  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 12' X 12' (3.66 M X 3.66 M) - Full Diffusion (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5821		Each	1	0		$482.00	Each	T	1	0	0	0	0	0	482	482	482	482	482	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$385.60			Chimera	0	Pound		N	422.00	12809	N	N	0	days	
Chim NEW 5822	Chimera Overhead - Fabric - 12' X 12' (3.66  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 12' X 12' (3.66 M X 3.66 M) - 1/2 Grid (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5822		Each	1	0		$829.00	Each	T	1	0	0	0	0	0	829	829	829	829	829	829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$663.20			Chimera	0	Pound		N	726.00	12810	N	N	0	days	
Chim NEW 5823	Chimera Overhead - Fabric - 12' X 12' (3.66  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 12' X 12' (3.66 M X 3.66 M) - 1/4 Grid (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5823		Each	1	0		$829.00	Each	T	1	0	0	0	0	0	829	829	829	829	829	829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$663.20			Chimera	0	Pound		N	726.00	12811	N	N	0	days	
Chim NEW 5824	Chimera Overhead - Fabric - 12' X 12' (3.66  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 12' X 12' (3.66 M X 3.66 M) - White / Black (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5824		Each	1	0		$666.00	Each	T	1	0	0	0	0	0	666	666	666	666	666	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$532.80			Chimera	0	Pound		N	583.00	12812	N	N	0	days	
Chim NEW 5825	Chimera Overhead - Fabric - 12' X 12' (3.66  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 12' X 12' (3.66 M X 3.66 M) - Zebra Gold (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5825		Each	1	0		$1,052.00	Each	T	1	0	0	0	0	0	1,052	1,052	1,052	1,052	1,052	1,052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$841.60			Chimera	0	Pound		N	921.00	12813	N	N	0	days	
Chim NEW 5828	Chimera Overhead - Fabric - 12' X 12' (3.66  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 12' X 12' (3.66 M X 3.66 M) - Single Scrim (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5828		Each	1	0		$874.00	Each	T	1	0	0	0	0	0	874	874	874	874	874	874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$699.20			Chimera	0	Pound		N	765.00	12814	N	N	0	days	
Chim NEW 5829	Chimera Overhead - Fabric - 12' X 12' (3.66  (SPECIAL ORDER)	B	S			45230	55230		Chimera Overhead - Fabric - 12' X 12' (3.66 M X 3.66 M) - Double Scrim (SPECIAL ORDER)					8450770		Last Update: 2017-04-28	Chimera Photographic Lighting	5829		Each	1	0		$1,449.00	Each	T	1	0	0	0	0	0	1,449	1,449	1,449	1,449	1,449	1,449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$1,159.20			Chimera	0	Pound		N	1,268.00	12815	N	N	0	days	
Chim NEW 6010	Chimera Lightbank - Octa 2 Beauty Dish (SPECIAL ORDER)	B	S			45230	55230		Chimera Lightbank - Octa 2 Beauty Dish (SPECIAL ORDER)					845077060102		Last Update: 2017-04-28	Chimera Photographic Lighting	6010		Each	1	0		$299.00	Each	T	1	0	0	0	0	0	299	299	299	299	299	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$239.20			Chimera	0	Pound		N	262.00	12816	N	N	0	days	
Chim NEW 6024	Chimera Ob2 Pro Kit (SPECIAL ORDER)	B	S			45230	55230		Chimera Ob2 Pro Kit (SPECIAL ORDER)					845077060249		Last Update: 2017-04-28	Chimera Photographic Lighting	6024		Each	1	0		$399.00	Each	T	1	0	0	0	0	0	399	399	399	399	399	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$319.20			Chimera	0	Pound		N	350.00	12817	N	N	0	days	
Chim NEW 6030	Chimera Lightbank - Octaplus 3 - Fixed 3' (. (SPECIAL ORDER)	B	S			45230	55230		Chimera Lightbank - Octaplus 3 - Fixed 3' (.9m) (SPECIAL ORDER)					845077060300		Last Update: 2017-04-28	Chimera Photographic Lighting	6030		Each	1	0		$463.00	Each	T	1	0	0	0	0	0	463	463	463	463	463	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$370.40			Chimera	0	Pound		N	382.00	12818	N	N	0	days	
Chim NEW 6050	Chimera Lightbank - Octaplus 5 - Expandable  (SPECIAL ORDER)	B	S			45230	55230		Chimera Lightbank - Octaplus 5 - Expandable 5' (1.5m) (SPECIAL ORDER)					845077060508		Last Update: 2017-04-28	Chimera Photographic Lighting	6050		Each	1	0		$648.00	Each	T	1	0	0	0	0	0	648	648	648	648	648	648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$518.40			Chimera	0	Pound		N	534.00	12819	N	N	0	days	
Chim NEW 6051	Chimera Expansion Kit - Octaplus -  To Expan (SPECIAL ORDER)	B	S			45230	55230		Chimera Expansion Kit - Octaplus -  To Expand Octaplus 5 To Octaplus 7 (SPECIAL ORDER)					845077060515		Last Update: 2017-04-28	Chimera Photographic Lighting	6051		Each	1	0		$581.00	Each	T	1	0	0	0	0	0	581	581	581	581	581	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$464.80			Chimera	0	Pound		N	479.00	12820	N	N	0	days	
Chim NEW 6057	Chimera Lightbank Kit - Octaplus 57 - Includ (SPECIAL ORDER)	B	S			45230	55230		Chimera Lightbank Kit - Octaplus 57 - Includes 6050 Octaplus And 6051 Expansion Kit (SPECIAL ORDER)					845077060577		Last Update: 2017-04-28	Chimera Photographic Lighting	6057		Each	1	0		$1,006.00	Each	T	1	0	0	0	0	0	1,006	1,006	1,006	1,006	1,006	1,006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$804.80			Chimera	0	Pound		N	829.00	12821	N	N	0	days	
Chim NEW 6058	Chimera Lightbank Kit - Octaplus 57 - Includ (SPECIAL ORDER)	B	S			45230	55230		Chimera Lightbank Kit - Octaplus 57 - Includes: 6057 Octaplus 57, 6051 Expansion Kit, 3770 Stand Adapter, 3750 Grip Head, And 3960 Panel Duffel (SPECIAL ORDER)					845077060584		Last Update: 2017-04-28	Chimera Photographic Lighting	6058		Each	1	0		$1,113.00	Each	T	1	0	0	0	0	0	1,113	1,113	1,113	1,113	1,113	1,113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$890.40			Chimera	0	Pound		N	917.00	12822	N	N	0	days	
Chim NEW 6060	Chimera Lightbank - Octaplus 3 High Heat- Fi (SPECIAL ORDER)	B	S			45230	55230		Chimera Lightbank - Octaplus 3 High Heat- Fixed 3' (.9m) (SPECIAL ORDER)					845077078206		Last Update: 2017-04-28	Chimera Photographic Lighting	6060		Each	1	0		$662.00	Each	T	1	0	0	0	0	0	662	662	662	662	662	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$529.60			Chimera	0	Pound		N	580.00	12823	N	N	0	days	
Chim NEW 6070	Chimera Lightbank  - Octaplus 5 Hi Heat - Ex (SPECIAL ORDER)	B	S			45230	55230		Chimera Lightbank  - Octaplus 5 Hi Heat - Expandable 5' (1.5m) (SPECIAL ORDER)					845077060706		Last Update: 2017-04-28	Chimera Photographic Lighting	6070		Each	1	0		$967.00	Each	T	1	0	0	0	0	0	967	967	967	967	967	967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$773.60			Chimera	0	Pound		N	847.00	12824	N	N	0	days	
Chim NEW 6078	Chimera Lightbank Kit - Octaplus 57 Hi Heat  (SPECIAL ORDER)	B	S			45230	55230		Chimera Lightbank Kit - Octaplus 57 Hi Heat Kit 2 - Includes: 6077 Octaplus 57, 3770 Stand Adapter, 3750 Grip Head, And 3960 Panel Duffel (SPECIAL ORDER)					845077060782		Last Update: 2017-04-28	Chimera Photographic Lighting	6078		Each	1	0		$1,591.00	Each	T	1	0	0	0	0	0	1,591	1,591	1,591	1,591	1,591	1,591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$1,272.80			Chimera	0	Pound		N	1,393.00	12825	N	N	0	days	
Chim NEW 6230	Chimera Octa Space 3 Jr (SPECIAL ORDER)	B	S			45230	55230		Chimera Octa Space 3 Jr (SPECIAL ORDER)					845077062304		Last Update: 2017-04-28	Chimera Photographic Lighting	6230		Each	1	0		$600.00	Each	T	1	0	0	0	0	0	600	600	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$480.00			Chimera	0	Pound		N	550.00	12826	N	N	0	days	
Chim NEW 6250	Chimera Octa Tech 5 (SPECIAL ORDER)	B	S			45230	55230		Chimera Octa Tech 5 (SPECIAL ORDER)					845077062502		Last Update: 2017-04-28	Chimera Photographic Lighting	6250		Each	1	0		$700.00	Each	T	1	0	0	0	0	0	700	700	700	700	700	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$560.00			Chimera	0	Pound		N	630.00	12827	N	N	0	days	
Chim NEW 6255	Chimera Octa Space 5 Jr (SPECIAL ORDER)	B	S			45230	55230		Chimera Octa Space 5 Jr (SPECIAL ORDER)					845077062557		Last Update: 2017-04-28	Chimera Photographic Lighting	6255		Each	1	0		$700.00	Each	T	1	0	0	0	0	0	700	700	700	700	700	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$560.00			Chimera	0	Pound		N	630.00	12828	N	N	0	days	
Chim NEW 6256	Chimera Octa Space 5 Sr (SPECIAL ORDER)	B	S			45230	55230		Chimera Octa Space 5 Sr (SPECIAL ORDER)					845077062564		Last Update: 2017-04-28	Chimera Photographic Lighting	6256		Each	1	0		$700.00	Each	T	1	0	0	0	0	0	700	700	700	700	700	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$560.00			Chimera	0	Pound		N	630.00	12829	N	N	0	days	
Chim NEW 7100	Chimera Fabric - Front Screen - 58"" (147.3 C (SPECIAL ORDER)	B	S			45230	55230		Chimera Fabric - Front Screen - 58"" (147.3 Cm) Wide - Price Per Yard - Max 5 Yards Per Order (SPECIAL ORDER)					845077071009		Last Update: 2017-04-28	Chimera Photographic Lighting	7100		Each	1	0		$51.00	Each	T	1	0	0	0	0	0	51	51	51	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$40.80			Chimera	0	Pound		N	45.00	12830	N	N	0	days	
Chim NEW 7120	Chimera Fabric - 1/2 Grid - 54"" (137.2 Cm) W (SPECIAL ORDER)	B	S			45230	55230		Chimera Fabric - 1/2 Grid - 54"" (137.2 Cm) Wide - Price Per Yard - Max 5 Yards Per Order (SPECIAL ORDER)					845077071207		Last Update: 2017-04-28	Chimera Photographic Lighting	7120		Each	1	0		$51.00	Each	T	1	0	0	0	0	0	51	51	51	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$40.80			Chimera	0	Pound		N	45.00	12831	N	N	0	days	
Chim NEW 7140	Chimera Fabric - 1/4 Grid - 54"" (137.2 Cm) W (SPECIAL ORDER)	B	S			45230	55230		Chimera Fabric - 1/4 Grid - 54"" (137.2 Cm) Wide - Price Per Yard - Max 5 Yards Per Order (SPECIAL ORDER)					845077071405		Last Update: 2017-04-28	Chimera Photographic Lighting	7140		Each	1	0		$51.00	Each	T	1	0	0	0	0	0	51	51	51	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$40.80			Chimera	0	Pound		N	45.00	12832	N	N	0	days	
Chim NEW 7150	Chimera Fabric - White / Black - 58"" (147.3  (SPECIAL ORDER)	B	S			45230	55230		Chimera Fabric - White / Black - 58"" (147.3 Cm) Wide - Price Per Yard - Max 5 Yards Per Order (SPECIAL ORDER)					845077071504		Last Update: 2017-04-28	Chimera Photographic Lighting	7150		Each	1	0		$75.00	Each	T	1	0	0	0	0	0	75	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$60.00			Chimera	0	Pound		N	66.00	12833	N	N	0	days	
